EVENT_ID,CZ_NAME_STR,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,Rain Fall (In),DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,Latitude,Longitude,Wind Speed,Min Pressure,CAT,COUNTY RISK
786993,COASTAL NEW HANOVER (ZONE),9/25/2018,1200,Hurricane,0.56,0,0,0,0,NC,EST-5,131561,Z,108,ILM,0,1,33.1,-75.1,95,954,1,1
343835,COASTAL NEW HANOVER (ZONE),8/26/2011,1850,Tropical Storm,-999,0,0,1500000,0,NC,EST-5,57364,Z,108,ILM,0,0,31.1,-77.5,80,950,1,1
465056,COASTAL NEW HANOVER (ZONE),6/7/2013,200,Tropical Storm,5.47,0,0,0,0,NC,EST-5,77043,Z,108,ILM,0,0,30.59,-82.22,40,994,0,0
535552,COASTAL NEW HANOVER (ZONE),7/3/2014,1500,Tropical Storm,3.75,0,0,0,0,NC,EST-5,88837,Z,108,ILM,0,0,32.33,-78.6,80,979,1,0
583280,COASTAL NEW HANOVER (ZONE),5/9/2015,800,Tropical Storm,-999,0,0,0,0,NC,EST-5,96974,Z,108,ILM,0,0,31.5,-77.56,40,1001,0,0
661228,COASTAL NEW HANOVER (ZONE),9/2/2016,1530,Tropical Storm,7.86,0,0,25000,0,NC,EST-5,110738,Z,108,ILM,0,0,31.9,-82.04,50,989,0,3
909043,COASTAL ONSLOW (ZONE),8/3/2020,2200,Tropical Storm,2.96,0,0,0,0,NC,EST-5,150781,Z,199,MHX,0,0,31.92,-79.47,72,988,1,1
663079,COASTAL PENDER (ZONE),10/8/2016,500,Hurricane (Typhoon),8.68,0,0,0,0,NC,EST-5,110904,Z,106,ILM,0,0,31.6,-80.6,85,953,1,0
343850,COASTAL PENDER (ZONE),8/26/2011,2000,Tropical Storm,-999,0,0,1000000,0,NC,EST-5,57364,Z,106,ILM,0,0,31.59,-77.33,77,951,1,3
465058,COASTAL PENDER (ZONE),6/7/2013,200,Tropical Storm,-999,0,0,0,0,NC,EST-5,77043,Z,106,ILM,0,0,30.59,-82.22,40,994,0,0
535556,COASTAL PENDER (ZONE),7/3/2014,1500,Tropical Storm,-999,0,0,0,0,NC,EST-5,88837,Z,106,ILM,0,0,32.33,-78.6,80,979,1,0
583282,COASTAL PENDER (ZONE),5/9/2015,800,Tropical Storm,-999,0,0,0,0,NC,EST-5,96974,Z,106,ILM,0,0,31.5,-77.56,40,1001,0,0
5418935,COLUMBUS (ZONE),8/14/2004,800,Hurricane (Typhoon),-999,0,0,150000,0,NC,EST,1178566,Z,99,ILM,0,0,31.2,-80.25,70,990,0,3
5419177,COLUMBUS (ZONE),8/29/2004,1600,Tropical Storm,-999,0,0,0,0,NC,EST,1178571,Z,99,ILM,0,0,18.71,-54.7,112,948,3,0
5529210,COLUMBUS (ZONE),8/31/2006,1830,Tropical Storm,-999,0,0,0,2900000,NC,EST,1218621,Z,99,ILM,0,0,31.9,-79.2,60,993,0,0
5533260,COLUMBUS (ZONE),9/1/2006,0,Tropical Storm,-999,0,0,0,0,NC,EST,1221647,Z,99,ILM,0,0,33.2,-78.4,60,988,0,0
136399,COLUMBUS (ZONE),9/5/2008,2332,Tropical Storm,-999,0,0,0,0,NC,EST-5,23343,Z,99,ILM,0,0,30.69,-79.05,60,980,0,0
136403,COLUMBUS (ZONE),9/6/2008,207,Tropical Storm,-999,0,0,0,0,NC,EST-5,23343,Z,99,ILM,0,0,31.5,-79.3,60,980,0,0
136404,COLUMBUS (ZONE),9/6/2008,222,Tropical Storm,-999,0,0,0,0,NC,EST-5,23343,Z,99,ILM,0,0,32.36,-79.13,60,980,0,0
136405,COLUMBUS (ZONE),9/6/2008,500,Tropical Storm,-999,0,0,0,0,NC,EST-5,23343,Z,99,ILM,0,0,32.36,-79.13,60,980,0,3
663564,COLUMBUS (ZONE),10/8/2016,500,Tropical Storm,13.87,1,0,91000000,0,NC,EST-5,110904,Z,99,ILM,0,0,34.7,-76,70,983,0,0
791223,COLUMBUS (ZONE),10/11/2018,1020,Tropical Storm,-999,0,0,1000,0,NC,EST-5,132241,Z,99,ILM,0,0,33.43,-82.48,47,983,0,1
5580399,CRAVEN (ZONE),7/12/1996,1000,Hurricane (Typhoon),-999,0,0,12000000,16000000,NC,EST,2054534,Z,93,MHX,0,0,31.63,-78.55,77,979,1,3
5580427,CRAVEN (ZONE),9/4/1996,1800,Hurricane (Typhoon),4.7,0,0,10000000,0,NC,EST,2054545,Z,93,MHX,0,0,27.7,-75.5,105,952,2,3
5660835,CRAVEN (ZONE),8/26/1998,0,Hurricane (Typhoon),0.85,0,0,0,0,NC,EST,2083672,Z,93,MHX,0,0,30.8,-76.4,100,958,2,0
5716390,CRAVEN (ZONE),8/30/1999,0,Hurricane (Typhoon),1.74,0,0,0,0,NC,EST,2411425,Z,93,MHX,0,0,31.9,-78.1,90,964,1,0
5717544,CRAVEN (ZONE),9/14/1999,2300,Hurricane (Typhoon),4.09,2,0,1500000,2000000,NC,EST,1087386,Z,93,MHX,0,0,26.64,-77.32,111,932,3,3
5717655,CRAVEN (ZONE),10/16/1999,1700,Hurricane (Typhoon),6.18,0,0,0,0,NC,EST,1087389,Z,93,MHX,0,0,28.6,-79.9,65,984,0,0
5337059,CRAVEN (ZONE),9/17/2003,1800,Hurricane (Typhoon),5.18,0,0,2500000,0,NC,EST,1163016,Z,93,MHX,0,0,30.6,-73,90,955,1,3
5421453,CRAVEN (ZONE),8/3/2004,0,Hurricane (Typhoon),-999,0,0,10000,0,NC,EST,1179720,Z,93,MHX,0,0,32.4,-78.2,60,987,0,3
5421506,CRAVEN (ZONE),8/14/2004,0,Hurricane (Typhoon),-999,0,0,525000,75000,NC,EST,1179724,Z,93,MHX,0,0,39,-73.5,20,1012,-1,1
5479212,CRAVEN (ZONE),9/13/2005,1200,Hurricane (Typhoon),3.7,0,0,500000,2000000,NC,EST,1199569,Z,93,MHX,0,0,32.1,-78,60,989,0,3
344859,CRAVEN (ZONE),8/26/2011,0,Hurricane (Typhoon),11.25,0,0,10000000,10000000,NC,EST-5,57500,Z,93,MHX,0,0,27.7,-77.3,90,946,1,3
787008,CRAVEN (ZONE),9/13/2018,800,Hurricane,9.8,0,0,28000000,0,NC,EST-5,130979,Z,93,MHX,0,0,32.78,-74.66,97,954,2,3
5579729,CRAVEN (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054497,Z,93,MHX,0,0,29.7,-78.8,25,1008,-1,0
5580877,CRAVEN (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054487,Z,93,MHX,0,0,29.7,-78.8,25,1008,-1,0
5581067,CRAVEN (ZONE),10/8/1996,100,Tropical Storm,-999,0,0,0,0,NC,EST,2054560,Z,93,MHX,0,0,29.3,-84.5,60,983,0,0
5717394,CRAVEN (ZONE),9/1/1999,0,Tropical Storm,9.24,0,0,300000,5000000,NC,EST,2413568,Z,93,MHX,0,0,35.2,-73.6,60,986,0,3
5525819,CRAVEN (ZONE),8/31/2006,1200,Tropical Storm,-999,0,0,25000,1200000,NC,EST,1218288,Z,93,MHX,0,0,30.6,-79.9,55,995,0,3
139268,CRAVEN (ZONE),9/5/2008,1200,Tropical Storm,0.81,0,0,10000,0,NC,EST-5,23869,Z,93,MHX,0,0,28.2,-78.5,55,980,0,0
451089,CRAVEN (ZONE),6/6/2013,1800,Tropical Storm,1.65,0,0,0,0,NC,EST-5,74590,Z,93,MHX,0,0,28.9,-83.9,55,993,0,0
536963,CRAVEN (ZONE),7/3/2014,1200,Tropical Storm,-999,0,0,0,0,NC,EST-5,87288,Z,93,MHX,0,0,31.8,-78.8,80,981,1,0
656760,CRAVEN (ZONE),9/2/2016,1800,Tropical Storm,5.83,0,0,0,0,NC,EST-5,109780,Z,93,MHX,0,0,32.4,-81.2,50,990,0,0
663395,CRAVEN (ZONE),10/8/2016,900,Tropical Storm,5.3,0,0,0,0,NC,EST-5,110427,Z,93,MHX,0,0,34.89,-75.28,67,983,0,0
785756,CRAVEN (ZONE),9/18/2018,0,Tropical Storm,15.28,0,0,0,0,NC,EST-5,130979,Z,93,MHX,0,1,35,-82.2,25,1007,-1,1
789574,CRAVEN (ZONE),10/11/2018,1354,Tropical Storm,0.46,0,0,0,0,NC,EST-5,131976,Z,93,MHX,0,0,34.88,-80.91,45,989,0,0
5568590,CUMBERLAND (ZONE),7/12/1996,800,Hurricane (Typhoon),2.08,0,0,0,0,NC,EST,2045671,Z,88,RAH,0,0,31.63,-78.55,77,979,1,0
5580064,CUMBERLAND (ZONE),9/5/1996,1700,Hurricane (Typhoon),4.95,0,0,0,0,NC,EST,2053170,Z,88,RAH,0,0,32.3,-77.8,100,952,2,0
5665936,CUMBERLAND (ZONE),8/27/1998,2000,Hurricane (Typhoon),2.2,0,0,0,0,NC,EST,1068389,Z,88,RAH,0,0,33.71,-77.75,97,962,2,0
5724263,CUMBERLAND (ZONE),9/4/1999,2100,Hurricane (Typhoon),2.27,0,0,0,0,NC,EST,2414680,Z,88,RAH,0,0,34.8,-76.5,60,984,0,0
5724416,CUMBERLAND (ZONE),9/15/1999,1600,Hurricane (Typhoon),6.8,0,0,0,0,NC,EST,1088948,Z,88,RAH,0,0,29.92,-79.06,100,943,2,0
5337292,CUMBERLAND (ZONE),9/18/2003,900,Hurricane (Typhoon),1.72,0,0,28000,0,NC,EST,1162664,Z,88,RAH,0,0,33.07,-74.72,90,956,1,1
5531537,CUMBERLAND (ZONE),9/1/2006,200,Tropical Storm,-999,0,0,0,0,NC,EST,1220722,Z,88,RAH,0,0,33.76,-78.14,60,985,0,0
785715,CUMBERLAND (ZONE),9/13/2018,1600,Tropical Storm,18.38,0,0,1500000,0,NC,EST-5,131166,Z,88,RAH,0,2,33.37,-75.58,92,953,1,3
789626,CUMBERLAND (ZONE),10/11/2018,1200,Tropical Storm,1.94,0,0,100000,0,NC,EST-5,131955,Z,88,RAH,0,0,34.1,-81.7,45,987,0,1
856821,CUMBERLAND (ZONE),9/5/2019,2200,Tropical Storm,6.18,0,0,1000000,0,NC,EST-5,142735,Z,88,RAH,0,0,33.04,-78.45,92,957,1,1
919648,CUMBERLAND (ZONE),8/3/2020,2300,Tropical Storm,2.94,0,0,500000,0,NC,EST-5,152218,Z,88,RAH,0,0,31.92,-79.47,72,988,0,1
660120,CUMBERLAND CO.,9/2/2016,1840,Tropical Storm,-999,0,0,10000,0,NC,EST-5,110529,C,51,RAH,0,0,32.4,-81.2,50,990,0,0
5568574,DAVIDSON (ZONE),7/12/1996,800,Hurricane (Typhoon),0.22,0,0,0,0,NC,EST,2045671,Z,38,RAH,0,0,31.63,-78.55,77,979,1,0
5580048,DAVIDSON (ZONE),9/5/1996,1700,Hurricane (Typhoon),1.4,0,0,0,0,NC,EST,2053170,Z,38,RAH,0,0,32.3,-77.8,100,952,2,0
5724264,DAVIDSON (ZONE),9/4/1999,2100,Hurricane (Typhoon),2,0,0,0,0,NC,EST,2414680,Z,38,RAH,0,0,34.8,-76.5,60,984,0,0
5724417,DAVIDSON (ZONE),9/15/1999,1600,Hurricane (Typhoon),1.1,0,0,0,0,NC,EST,1088948,Z,38,RAH,0,0,29.92,-79.06,100,943,2,0
789608,DAVIDSON (ZONE),10/11/2018,1100,Tropical Storm,4.87,0,0,500000,0,NC,EST-5,131955,Z,38,RAH,0,0,34.1,-81.7,45,987,0,1
791112,DAVIE (ZONE),10/11/2018,1100,Tropical Storm,-999,0,0,1000,0,NC,EST-5,132213,Z,37,GSP,0,0,34.1,-81.7,45,987,0,0
5580396,DUPLIN (ZONE),7/12/1996,1000,Hurricane (Typhoon),2.35,0,0,500000,14000000,NC,EST,2054534,Z,90,MHX,0,0,31.63,-78.55,77,979,1,3
5580424,DUPLIN (ZONE),9/4/1996,1800,Hurricane (Typhoon),-999,1,1,50000000,0,NC,EST,2054545,Z,90,MHX,0,0,27.7,-75.5,105,952,2,3
5660836,DUPLIN (ZONE),8/26/1998,0,Hurricane (Typhoon),6.5,0,0,0,0,NC,EST,2083672,Z,90,MHX,0,0,30.8,-76.4,100,958,2,0
5716391,DUPLIN (ZONE),8/30/1999,0,Hurricane (Typhoon),2.95,0,0,0,0,NC,EST,2411425,Z,90,MHX,0,0,31.9,-78.1,90,964,1,0
5717545,DUPLIN (ZONE),9/14/1999,2300,Hurricane (Typhoon),13.3,3,0,0,68100000,NC,EST,1087386,Z,90,MHX,0,0,26.64,-77.32,111,932,3,3
5337060,DUPLIN (ZONE),9/17/2003,1800,Hurricane (Typhoon),1.45,0,0,200000,50000,NC,EST,1163016,Z,90,MHX,0,0,30.6,-73,90,955,1,1
5421507,DUPLIN (ZONE),8/14/2004,0,Hurricane (Typhoon),-999,0,0,100000,250000,NC,EST,1179724,Z,90,MHX,0,0,39,-73.5,20,1012,-1,1
5479213,DUPLIN (ZONE),9/13/2005,1200,Hurricane (Typhoon),6.51,0,0,5000000,3000000,NC,EST,1199569,Z,90,MHX,0,0,32.1,-78,60,989,0,0
5580874,DUPLIN (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,1000000,0,NC,EST,2054487,Z,90,MHX,0,0,29.7,-78.8,25,1008,-1,0
5579726,DUPLIN (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,1000000,NC,EST,2054494,Z,90,MHX,0,0,29.7,-78.8,25,1008,-1,0
5581064,DUPLIN (ZONE),10/8/1996,100,Tropical Storm,-999,0,0,0,0,NC,EST,2054560,Z,90,MHX,0,0,29.3,-84.5,60,983,0,0
5717395,DUPLIN (ZONE),9/1/1999,0,Tropical Storm,-999,0,0,0,0,NC,EST,2413568,Z,90,MHX,0,0,35.2,-73.6,60,986,0,3
5525820,DUPLIN (ZONE),8/31/2006,1200,Tropical Storm,-999,0,0,100000,14000000,NC,EST,1218288,Z,90,MHX,0,0,30.6,-79.9,55,995,0,1
139261,DUPLIN (ZONE),9/5/2008,1200,Tropical Storm,-999,0,0,0,0,NC,EST-5,23869,Z,90,MHX,0,0,28.2,-78.5,55,980,0,0
344861,DUPLIN (ZONE),8/26/2011,0,Tropical Storm,-999,0,0,10000000,10000000,NC,EST-5,57500,Z,90,MHX,0,0,27.7,-77.3,90,946,1,1
451090,DUPLIN (ZONE),6/6/2013,1800,Tropical Storm,-999,0,0,0,0,NC,EST-5,74590,Z,90,MHX,0,0,28.9,-83.9,55,993,0,0
663692,DUPLIN (ZONE),10/8/2016,800,Tropical Storm,12.19,0,0,0,0,NC,EST-5,110427,Z,90,MHX,0,0,34.89,-75.28,67,983,0,0
787005,DUPLIN (ZONE),9/13/2018,800,Tropical Storm,26.26,0,0,98300000,0,NC,EST-5,130979,Z,90,MHX,0,0,32.78,-74.66,97,954,2,0
785747,DUPLIN (ZONE),9/17/2018,0,Tropical Storm,26.26,0,0,0,0,NC,EST-5,130979,Z,90,MHX,0,1,35,-82.2,25,1007,-1,0
785748,DUPLIN (ZONE),9/17/2018,0,Tropical Storm,26.26,0,0,0,0,NC,EST-5,130979,Z,90,MHX,0,1,35,-82.2,25,1007,-1,0
849835,DUPLIN (ZONE),9/5/2019,2255,Tropical Storm,11.51,0,0,0,0,NC,EST-5,140548,Z,90,MHX,0,0,33.04,-78.45,92,957,1,0
909803,DUPLIN (ZONE),8/4/2020,0,Tropical Storm,4.01,0,0,0,0,NC,EST-5,150781,Z,90,MHX,0,0,32.8,-79.1,80,986,1,1
5568570,DURHAM (ZONE),7/12/1996,800,Hurricane (Typhoon),0.67,0,0,0,0,NC,EST,2045671,Z,25,RAH,0,0,31.63,-78.55,77,979,1,0
5580044,DURHAM (ZONE),9/5/1996,1700,Hurricane (Typhoon),6.7,1,0,0,0,NC,EST,2053170,Z,25,RAH,0,0,32.3,-77.8,100,952,2,0
5724265,DURHAM (ZONE),9/4/1999,2100,Hurricane (Typhoon),3.5,0,0,0,0,NC,EST,2414680,Z,25,RAH,0,0,34.8,-76.5,60,984,0,0
5724418,DURHAM (ZONE),9/15/1999,1600,Hurricane (Typhoon),4.7,0,0,0,0,NC,EST,1088948,Z,25,RAH,0,0,29.92,-79.06,100,943,2,0
5337293,DURHAM (ZONE),9/18/2003,900,Hurricane (Typhoon),1.92,0,0,205000,0,NC,EST,1162664,Z,25,RAH,0,0,33.07,-74.72,90,956,1,1
787767,DURHAM (ZONE),9/14/2018,1751,Tropical Storm,10.98,0,0,0,25000,NC,EST-5,131166,Z,25,RAH,0,0,34,-78.4,65,969,0,1
789615,DURHAM (ZONE),10/11/2018,1200,Tropical Storm,2.7,0,0,200000,0,NC,EST-5,131955,Z,25,RAH,0,0,34.1,-81.7,45,987,0,1
846998,EAST CARTERET (ZONE),9/6/2019,220,Hurricane,6.7,0,0,0,0,NC,EST-5,140548,Z,196,MHX,0,0,33.73,-77.41,90,956,1,0
909037,EAST CARTERET (ZONE),8/3/2020,2200,Tropical Storm,2.93,0,0,0,0,NC,EST-5,150781,Z,196,MHX,0,0,31.92,-79.47,72,988,1,0
5583536,EASTERN CURRITUCK (ZONE),7/12/1996,1700,Hurricane (Typhoon),-999,0,0,200000,30000,NC,EST,2056604,Z,102,AKQ,0,0,33.6,-78.1,90,974,1,1
5583707,EASTERN CURRITUCK (ZONE),9/5/1996,1800,Hurricane (Typhoon),-999,0,0,1000000,0,NC,EST,2056655,Z,102,AKQ,0,0,32.3,-77.8,100,952,2,3
5664943,EASTERN CURRITUCK (ZONE),8/26/1998,2000,Hurricane (Typhoon),-999,0,0,0,0,NC,EST,2148972,Z,102,AKQ,0,0,33.71,-77.75,97,962,2,0
5721782,EASTERN CURRITUCK (ZONE),9/1/1999,0,Hurricane (Typhoon),-999,0,0,5000,0,NC,EST,2413870,Z,102,AKQ,0,0,35.2,-73.6,60,986,0,0
5720110,EASTERN CURRITUCK (ZONE),9/15/1999,1200,Hurricane (Typhoon),-999,0,0,0,0,NC,EST,1088396,Z,102,AKQ,0,0,29.3,-78.9,100,943,2,0
5721135,EASTERN CURRITUCK (ZONE),10/17/1999,1600,Hurricane (Typhoon),-999,0,0,3000,0,NC,EST,2413977,Z,102,AKQ,0,0,28.6,-79.9,65,984,0,0
5370979,EASTERN CURRITUCK (ZONE),9/18/2003,300,Hurricane (Typhoon),-999,0,0,0,0,NC,EST,1163191,Z,102,AKQ,0,0,31.98,-73.87,90,954,1,0
342820,EASTERN CURRITUCK (ZONE),8/27/2011,100,Hurricane (Typhoon),11.03,0,0,500000,0,NC,EST-5,57208,Z,102,AKQ,0,0,32.1,-77.1,75,952,1,3
857401,EASTERN CURRITUCK (ZONE),9/5/2019,2300,Hurricane,6.32,0,0,100000,0,NC,EST-5,142899,Z,102,AKQ,0,0,33.04,-78.45,92,957,1,1
5583725,EASTERN CURRITUCK (ZONE),10/7/1996,1800,Tropical Storm,-999,0,0,100000,0,NC,EST,2056659,Z,102,AKQ,0,0,28.2,-86,60,983,0,0
5422667,EASTERN CURRITUCK (ZONE),8/3/2004,1500,Tropical Storm,-999,0,0,0,0,NC,EST,1179565,Z,102,AKQ,0,0,34.79,-75.84,85,973,1,0
5421555,EASTERN CURRITUCK (ZONE),8/14/2004,1500,Tropical Storm,-999,0,0,0,0,NC,EST,1179572,Z,102,AKQ,0,0,33,-79.4,70,992,0,0
136677,EASTERN CURRITUCK (ZONE),9/6/2008,400,Tropical Storm,-999,0,0,10000,0,NC,EST-5,23391,Z,102,AKQ,0,0,32.36,-79.13,60,980,0,0
537735,EASTERN CURRITUCK (ZONE),7/4/2014,0,Tropical Storm,-999,0,0,10000,0,NC,EST-5,89214,Z,102,AKQ,0,0,34,-77.3,85,975,1,0
660836,EASTERN CURRITUCK (ZONE),9/2/2016,1100,Tropical Storm,-999,0,0,10000,0,NC,EST-5,110352,Z,102,AKQ,0,0,31.4,-82.8,50,989,0,0
917022,EASTERN CURRITUCK (ZONE),8/4/2020,100,Tropical Storm,2.35,0,0,500000,0,NC,EST-5,151991,Z,102,AKQ,0,0,32.8,-79.1,80,986,1,0
5580403,EASTERN DARE (ZONE),7/12/1996,1000,Hurricane (Typhoon),3.6,1,0,50000,0,NC,EST,2054534,Z,103,MHX,0,0,31.63,-78.55,77,979,1,1
5580411,EASTERN DARE (ZONE),8/29/1996,1000,Hurricane (Typhoon),0.34,0,0,0,0,NC,EST,2054541,Z,103,MHX,0,0,17.38,-55.66,65,987,0,0
5580431,EASTERN DARE (ZONE),9/4/1996,1800,Hurricane (Typhoon),0.34,0,0,0,0,NC,EST,2054545,Z,103,MHX,0,0,27.7,-75.5,105,952,2,0
5660837,EASTERN DARE (ZONE),8/26/1998,0,Hurricane (Typhoon),4.74,0,0,6400000,117000000,NC,EST,2083672,Z,103,MHX,0,0,30.8,-76.4,100,958,2,3
5716392,EASTERN DARE (ZONE),8/30/1999,0,Hurricane (Typhoon),8.69,0,0,0,0,NC,EST,2411425,Z,103,MHX,0,0,31.9,-78.1,90,964,1,0
5717546,EASTERN DARE (ZONE),9/14/1999,2300,Hurricane (Typhoon),1.03,0,0,0,0,NC,EST,1087386,Z,103,MHX,0,0,26.64,-77.32,111,932,3,0
5337061,EASTERN DARE (ZONE),9/17/2003,1800,Hurricane (Typhoon),3.77,0,0,347000000,0,NC,EST,1163016,Z,103,MHX,0,0,30.6,-73,90,955,1,3
5421454,EASTERN DARE (ZONE),8/3/2004,0,Hurricane (Typhoon),-999,0,0,2500000,0,NC,EST,1179720,Z,103,MHX,0,0,32.4,-78.2,60,987,0,0
5421508,EASTERN DARE (ZONE),8/14/2004,0,Hurricane (Typhoon),-999,0,0,100000,0,NC,EST,1179724,Z,103,MHX,0,0,39,-73.5,20,1012,-1,1
5479214,EASTERN DARE (ZONE),9/13/2005,1200,Hurricane (Typhoon),1.99,0,0,100000,0,NC,EST,1199569,Z,103,MHX,0,0,32.1,-78,60,989,0,0
344863,EASTERN DARE (ZONE),8/26/2011,0,Hurricane (Typhoon),6.56,0,0,10000000,0,NC,EST-5,57500,Z,103,MHX,0,0,27.7,-77.3,90,946,1,3
536939,EASTERN DARE (ZONE),7/3/2014,1200,Hurricane (Typhoon),2.17,0,0,670000,0,NC,EST-5,87288,Z,103,MHX,0,0,31.8,-78.8,80,981,1,0
663542,EASTERN DARE (ZONE),10/8/2016,1000,Hurricane (Typhoon),11.5,0,0,0,0,NC,EST-5,110427,Z,103,MHX,0,0,32.1,-80.5,85,957,1,3
787014,EASTERN DARE (ZONE),9/13/2018,800,Hurricane,5.05,0,0,0,0,NC,EST-5,130979,Z,103,MHX,0,0,32.78,-74.66,97,954,2,3
5580881,EASTERN DARE (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054487,Z,103,MHX,0,0,29.7,-78.8,25,1008,-1,0
5579733,EASTERN DARE (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054500,Z,103,MHX,0,0,29.7,-78.8,25,1008,-1,0
5581071,EASTERN DARE (ZONE),10/8/1996,100,Tropical Storm,-999,0,0,0,0,NC,EST,2054560,Z,103,MHX,0,0,29.3,-84.5,60,983,0,0
5717396,EASTERN DARE (ZONE),9/1/1999,0,Tropical Storm,3.35,0,0,12000000,0,NC,EST,2413568,Z,103,MHX,0,0,35.2,-73.6,60,986,0,0
5717661,EASTERN DARE (ZONE),10/16/1999,2200,Tropical Storm,3.53,0,0,0,0,NC,EST,1087389,Z,103,MHX,0,0,29,-79.83,65,984,0,0
5316597,EASTERN DARE (ZONE),9/10/2002,500,Tropical Storm,4.72,0,0,57000,0,NC,EST,1143281,Z,103,MHX,0,0,33,-75.5,50,990,0,0
5525821,EASTERN DARE (ZONE),8/31/2006,1200,Tropical Storm,-999,0,0,50000,0,NC,EST,1218288,Z,103,MHX,0,0,30.6,-79.9,55,995,0,0
139263,EASTERN DARE (ZONE),9/5/2008,1200,Tropical Storm,1.04,0,0,10000,0,NC,EST-5,23869,Z,103,MHX,0,0,28.2,-78.5,55,980,0,0
451091,EASTERN DARE (ZONE),6/6/2013,1800,Tropical Storm,0.1,0,0,0,0,NC,EST-5,74590,Z,103,MHX,0,0,28.9,-83.9,55,993,0,0
657629,EASTERN DARE (ZONE),9/2/2016,1800,Tropical Storm,6.12,0,0,5400000,0,NC,EST-5,109780,Z,103,MHX,0,0,32.4,-81.2,50,990,0,0
789563,EASTERN DARE (ZONE),10/11/2018,1644,Tropical Storm,0.32,0,0,0,0,NC,EST-5,131976,Z,103,MHX,0,0,35.6,-80,45,991,0,0
5580404,EASTERN HYDE (ZONE),7/12/1996,1000,Hurricane (Typhoon),2.11,0,0,50000,0,NC,EST,2054534,Z,104,MHX,0,0,31.63,-78.55,77,979,1,1
5580432,EASTERN HYDE (ZONE),9/4/1996,1800,Hurricane (Typhoon),1.6,0,0,0,0,NC,EST,2054545,Z,104,MHX,0,0,27.7,-75.5,105,952,2,0
5660838,EASTERN HYDE (ZONE),8/26/1998,0,Hurricane (Typhoon),3.26,0,0,0,0,NC,EST,2083672,Z,104,MHX,0,0,30.8,-76.4,100,958,2,0
5716393,EASTERN HYDE (ZONE),8/30/1999,0,Hurricane (Typhoon),6.83,0,0,0,0,NC,EST,2411425,Z,104,MHX,0,0,31.9,-78.1,90,964,1,0
5717547,EASTERN HYDE (ZONE),9/14/1999,2300,Hurricane (Typhoon),1.03,0,0,0,0,NC,EST,1087386,Z,104,MHX,0,0,26.64,-77.32,111,932,3,0
5717656,EASTERN HYDE (ZONE),10/16/1999,1700,Hurricane (Typhoon),2.92,0,0,0,0,NC,EST,1087389,Z,104,MHX,0,0,28.6,-79.9,65,984,0,0
5337062,EASTERN HYDE (ZONE),9/17/2003,1800,Hurricane (Typhoon),4.76,0,0,0,0,NC,EST,1163016,Z,104,MHX,0,0,30.6,-73,90,955,1,0
5421455,EASTERN HYDE (ZONE),8/3/2004,0,Hurricane (Typhoon),-999,0,0,5000000,0,NC,EST,1179720,Z,104,MHX,0,0,32.4,-78.2,60,987,0,0
5421509,EASTERN HYDE (ZONE),8/14/2004,0,Hurricane (Typhoon),-999,0,0,50000,0,NC,EST,1179724,Z,104,MHX,0,0,39,-73.5,20,1012,-1,1
5479215,EASTERN HYDE (ZONE),9/13/2005,1200,Hurricane (Typhoon),4.16,0,0,50000,0,NC,EST,1199569,Z,104,MHX,0,0,32.1,-78,60,989,0,0
344865,EASTERN HYDE (ZONE),8/26/2011,0,Hurricane (Typhoon),11.4,0,0,10000000,0,NC,EST-5,57500,Z,104,MHX,0,0,27.7,-77.3,90,946,1,1
536943,EASTERN HYDE (ZONE),7/3/2014,1200,Hurricane (Typhoon),1.39,0,0,0,0,NC,EST-5,87288,Z,104,MHX,0,0,31.8,-78.8,80,981,1,0
787021,EASTERN HYDE (ZONE),9/13/2018,800,Hurricane,4.06,0,0,0,0,NC,EST-5,130979,Z,104,MHX,0,0,32.78,-74.66,97,954,2,0
5579734,EASTERN HYDE (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054501,Z,104,MHX,0,0,29.7,-78.8,25,1008,-1,0
5580882,EASTERN HYDE (ZONE),6/18/1996,1300,Tropical Storm,-999,0,0,0,0,NC,EST,2054487,Z,104,MHX,0,0,29.7,-78.8,25,1008,-1,0
5581072,EASTERN HYDE (ZONE),10/8/1996,100,Tropical Storm,-999,0,0,0,0,NC,EST,2054560,Z,104,MHX,0,0,29.3,-84.5,60,983,0,0
5717397,EASTERN HYDE (ZONE),9/1/1999,0,Tropical Storm,19.13,0,0,0,0,NC,EST,2413568,Z,104,MHX,0,0,35.2,-73.6,60,986,0,3
